id_pelanggan,id_produk,nilai_rating_produk,tanggal_review
CUST007609,PROD001154,5,2024-11-02
CUST000585,PROD001982,5,2025-03-04
CUST000585,PROD000465,4,2025-03-04
CUST000585,PROD001411,1,2025-03-15
CUST000585,PROD001534,5,2025-03-12
CUST002837,PROD001248,2,2025-01-09
CUST002837,PROD000641,3,2025-01-13
CUST002837,PROD001954,1,2025-01-13
CUST004865,PROD001370,2,2024-09-13
CUST001828,PROD001731,5,2025-01-31
CUST001828,PROD001649,3,2025-02-02
CUST002100,PROD000452,1,2024-10-19
CUST002100,PROD000293,5,2024-10-16
CUST000616,PROD000738,3,2024-08-24
CUST004450,PROD001686,5,2025-05-08
CUST001532,PROD000255,1,2024-07-16
CUST003419,PROD001050,4,2025-04-19
CUST003419,PROD001015,5,2025-04-24
CUST003419,PROD001171,4,2025-04-17
CUST004062,PROD001881,3,2024-09-09
CUST004062,PROD001080,1,2024-09-06
CUST004062,PROD000436,5,2024-09-15
CUST004062,PROD000979,2,2024-09-05
CUST005045,PROD001126,2,2024-12-31
CUST002414,PROD000175,3,2024-06-11
CUST002414,PROD000756,4,2024-06-15
CUST002414,PROD000832,1,2024-06-19
CUST002414,PROD001095,3,2024-06-09
CUST002414,PROD001986,4,2024-06-10
CUST004515,PROD000963,4,2024-08-19
CUST004515,PROD001304,3,2024-08-22
CUST003081,PROD000620,5,2024-08-04
CUST003081,PROD001019,2,2024-08-03
CUST003081,PROD000399,1,2024-08-01
CUST002316,PROD000890,4,2025-05-06
CUST002316,PROD001420,2,2025-05-03
CUST002316,PROD001399,3,2025-05-10
CUST008079,PROD000850,3,2024-08-10
CUST008079,PROD000576,5,2024-07-31
CUST003609,PROD001066,3,2025-02-16
CUST006995,PROD001223,4,2025-05-20
CUST006995,PROD000054,5,2025-06-01
CUST004486,PROD000030,1,2025-03-23
CUST004486,PROD001807,2,2025-03-29
CUST004486,PROD001286,1,2025-03-18
CUST007662,PROD000793,5,2024-08-26
CUST007662,PROD000334,1,2024-09-07
CUST005383,PROD001973,5,2025-01-09
CUST009415,PROD001892,1,2024-11-02
CUST009415,PROD001763,3,2024-10-23
CUST007328,PROD001629,5,2025-01-15
CUST007328,PROD000592,5,2025-01-20
CUST007328,PROD000289,5,2025-01-17
CUST004990,PROD001789,2,2024-08-17
CUST007311,PROD000954,1,2025-03-15
CUST004132,PROD000706,1,2025-02-04
CUST004132,PROD001624,5,2025-02-03
CUST004132,PROD001859,4,2025-02-05
CUST004132,PROD000509,1,2025-02-03
CUST004132,PROD001821,4,2025-02-10
CUST008642,PROD001978,3,2024-11-11
CUST008642,PROD001300,4,2024-11-05
CUST005969,PROD000858,5,2024-07-27
CUST005969,PROD001654,3,2024-08-03
CUST005969,PROD001520,4,2024-07-26
CUST005969,PROD000836,2,2024-07-27
CUST009611,PROD000032,2,2024-06-12
CUST009611,PROD001687,3,2024-06-10
CUST009611,PROD001141,4,2024-06-12
CUST009611,PROD000191,2,2024-06-06
CUST007740,PROD000835,5,2025-01-11
CUST007740,PROD000178,2,2025-01-16
CUST007740,PROD001923,3,2025-01-07
CUST000582,PROD000395,2,2025-05-02
CUST000582,PROD001488,5,2025-05-05
CUST000582,PROD001250,1,2025-04-28
CUST003910,PROD000894,1,2025-04-06
CUST003910,PROD001702,3,2025-04-07
CUST003910,PROD000178,4,2025-04-07
CUST003910,PROD001868,4,2025-04-03
CUST002682,PROD001560,4,2024-08-26
CUST002682,PROD001920,5,2024-08-27
CUST000584,PROD001658,1,2024-08-17
CUST005694,PROD000399,2,2024-10-28
CUST008234,PROD000489,3,2025-05-12
CUST008234,PROD001335,4,2025-05-20
CUST008234,PROD001892,4,2025-05-19
CUST002070,PROD000720,3,2024-10-23
CUST002070,PROD001921,5,2024-10-31
CUST009774,PROD000947,5,2024-07-05
CUST001971,PROD001384,5,2025-05-22
CUST001971,PROD001750,4,2025-05-14
CUST001971,PROD000731,4,2025-05-18
CUST002427,PROD000219,5,2025-04-13
CUST002427,PROD000745,3,2025-04-12
CUST002427,PROD001478,5,2025-04-21
CUST002427,PROD000353,4,2025-04-11
CUST000917,PROD000680,1,2024-08-19
CUST000917,PROD001682,1,2024-08-11
CUST000584,PROD000942,1,2024-07-28
CUST000584,PROD001856,5,2024-08-08
CUST000584,PROD000413,4,2024-07-27
CUST000584,PROD000319,4,2024-08-02
CUST000361,PROD001753,5,2024-08-29
CUST000361,PROD001934,2,2024-08-31
CUST000361,PROD001123,4,2024-08-24
CUST000361,PROD000908,3,2024-08-27
CUST004663,PROD000806,5,2024-09-22
CUST004663,PROD000331,3,2024-09-18
CUST004663,PROD001449,4,2024-09-28
CUST003106,PROD000920,3,2025-03-24
CUST003106,PROD001473,5,2025-03-24
CUST003106,PROD001781,5,2025-03-21
CUST006511,PROD001214,2,2024-06-24
CUST004819,PROD001946,2,2025-02-02
CUST004819,PROD000701,4,2025-01-29
CUST004819,PROD001112,5,2025-01-28
CUST008989,PROD000840,1,2024-12-16
CUST008989,PROD000026,1,2024-12-15
CUST004102,PROD000035,3,2024-08-29
CUST005637,PROD000003,4,2025-04-14
CUST007820,PROD000876,1,2025-05-23
CUST007820,PROD000432,4,2025-05-26
CUST002606,PROD001330,5,2024-10-25
CUST002606,PROD000433,4,2024-10-31
CUST002606,PROD001375,1,2024-10-29
CUST002606,PROD001722,5,2024-11-02
CUST002606,PROD001557,3,2024-10-31
CUST009030,PROD001265,5,2025-03-15
CUST000831,PROD000275,3,2024-12-28
CUST000831,PROD001344,1,2025-01-02
CUST000831,PROD001624,3,2024-12-28
CUST008504,PROD000200,4,2025-03-03
CUST008504,PROD001576,2,2025-03-04
CUST008504,PROD000915,2,2025-03-05
CUST008995,PROD000339,5,2025-04-20
CUST008995,PROD000841,1,2025-04-19
CUST008995,PROD001449,4,2025-04-10
CUST008995,PROD001680,3,2025-04-19
CUST008995,PROD001605,2,2025-04-15
CUST000505,PROD001421,2,2024-07-08
CUST000505,PROD001917,3,2024-07-06
CUST000505,PROD000196,5,2024-07-10
CUST000505,PROD001230,1,2024-07-01
CUST000505,PROD001035,3,2024-07-03
CUST007496,PROD000848,1,2024-08-22
CUST007496,PROD001447,1,2024-08-30
CUST007496,PROD000305,4,2024-08-24
CUST005454,PROD001788,2,2024-11-26
CUST005454,PROD001930,1,2024-11-27
CUST004536,PROD000744,3,2024-07-06
CUST004536,PROD001969,4,2024-07-04
CUST008104,PROD000716,2,2024-06-22
CUST008104,PROD000140,5,2024-06-28
CUST001848,PROD000329,5,2025-01-19
CUST001848,PROD001257,2,2025-01-21
CUST001848,PROD001804,1,2025-01-16
CUST005870,PROD000242,4,2024-11-28
CUST005870,PROD001346,5,2024-11-23
CUST005870,PROD001105,1,2024-11-24
CUST003673,PROD000099,4,2024-11-09
CUST003673,PROD001827,1,2024-11-11
CUST003673,PROD000108,1,2024-11-16
CUST003673,PROD000580,4,2024-11-20
CUST009558,PROD001325,4,2024-11-28
CUST009558,PROD000909,5,2024-11-26
CUST009558,PROD000519,2,2024-11-15
CUST009558,PROD000143,3,2024-11-27
CUST004912,PROD001943,4,2025-03-17
CUST004912,PROD000584,1,2025-03-18
CUST004912,PROD001220,1,2025-03-12
CUST004912,PROD001705,1,2025-03-22
CUST008974,PROD001875,1,2024-09-14
CUST008974,PROD000990,3,2024-09-11
CUST008974,PROD000925,1,2024-09-06
CUST008974,PROD000517,1,2024-09-09
CUST004840,PROD000693,4,2024-06-16
CUST004840,PROD001872,1,2024-06-13
CUST003810,PROD001397,1,2024-07-09
CUST000994,PROD000121,4,2024-08-05
CUST000994,PROD000743,3,2024-08-13
CUST003630,PROD000421,3,2024-07-22
CUST003630,PROD001139,5,2024-07-26
CUST003630,PROD000346,2,2024-07-17
CUST003630,PROD000380,1,2024-07-24
CUST009851,PROD001602,1,2024-07-06
CUST005378,PROD000146,1,2024-05-28
CUST007701,PROD000294,2,2024-07-22
CUST007701,PROD000758,1,2024-07-29
CUST007701,PROD000125,2,2024-07-18
CUST007701,PROD001791,5,2024-07-26
CUST004105,PROD000433,2,2025-04-03
CUST004105,PROD000443,1,2025-04-04
CUST004105,PROD000096,2,2025-04-05
CUST008219,PROD000563,1,2024-11-19
CUST008219,PROD000676,4,2024-11-20
CUST008219,PROD000746,2,2024-11-27
CUST008219,PROD001946,3,2024-11-17
CUST009499,PROD000465,4,2024-11-02
CUST009499,PROD001807,1,2024-11-07
CUST008483,PROD001946,3,2024-12-23
CUST006870,PROD001369,2,2025-01-26
CUST006870,PROD001699,5,2025-01-21
CUST005861,PROD001704,1,2025-01-20
CUST005861,PROD001364,5,2025-01-24
CUST001365,PROD000156,4,2025-04-19
CUST001365,PROD000097,5,2025-04-14
CUST001365,PROD000788,3,2025-04-19
CUST001365,PROD000607,5,2025-04-23
CUST007561,PROD001371,2,2025-02-20
CUST007561,PROD000411,3,2025-02-11
CUST007561,PROD000693,4,2025-02-18
CUST007561,PROD001541,3,2025-02-11
CUST009173,PROD001237,5,2024-08-23
CUST005294,PROD000316,2,2024-11-16
CUST008938,PROD000698,4,2025-05-08
CUST008938,PROD001184,3,2025-05-18
CUST008938,PROD001648,5,2025-05-15
CUST001417,PROD000653,3,2024-09-11
CUST005866,PROD001320,1,2025-03-20
CUST005866,PROD000670,5,2025-03-30
CUST005866,PROD000963,1,2025-03-27
CUST002464,PROD001037,4,2024-11-22
CUST002064,PROD001031,4,2024-09-12
CUST002064,PROD000401,4,2024-09-09
CUST002064,PROD001208,3,2024-09-13
CUST002064,PROD000226,1,2024-09-17
CUST006391,PROD001561,4,2024-06-16
CUST006391,PROD001332,2,2024-06-21
CUST007373,PROD001974,5,2025-03-26
CUST006059,PROD000392,2,2024-12-02
CUST006059,PROD001994,3,2024-12-11
CUST006059,PROD000169,2,2024-12-05
CUST006633,PROD001964,2,2025-02-03
CUST006633,PROD001137,3,2025-01-31
CUST006633,PROD000131,1,2025-02-05
CUST006633,PROD000311,3,2025-01-28
CUST006633,PROD001633,1,2025-01-29
CUST003312,PROD001076,2,2024-09-03
CUST003312,PROD001867,5,2024-09-05
CUST003312,PROD001251,4,2024-09-06
CUST009832,PROD000838,1,2025-05-10
CUST001764,PROD000243,1,2024-12-25
CUST001764,PROD000172,5,2025-01-01
CUST001764,PROD001312,5,2025-01-04
CUST001764,PROD000414,4,2025-01-05
CUST007860,PROD000074,2,2024-07-21
CUST007860,PROD001563,2,2024-07-08
CUST007860,PROD000190,3,2024-07-09
CUST005307,PROD000479,4,2025-05-20
CUST005307,PROD000260,4,2025-05-15
CUST008436,PROD001345,1,2024-07-19
CUST008436,PROD000462,4,2024-07-17
CUST008436,PROD001440,3,2024-07-16
CUST008891,PROD000345,1,2024-12-14
CUST008891,PROD000043,4,2024-12-08
CUST008891,PROD000716,4,2024-12-14
CUST008538,PROD001915,5,2024-07-10
CUST000152,PROD000209,1,2025-05-07
CUST000152,PROD000757,3,2025-05-10
CUST000152,PROD001252,1,2025-05-08
CUST000152,PROD001803,4,2025-05-14
CUST008371,PROD001119,4,2024-08-17
CUST008371,PROD000028,2,2024-08-14
CUST004377,PROD001808,5,2024-06-12
CUST008782,PROD001313,3,2024-11-23
CUST008782,PROD000237,4,2024-11-26
CUST008782,PROD000890,2,2024-12-05
CUST008782,PROD001598,4,2024-11-27
CUST008782,PROD000133,5,2024-12-03
CUST003634,PROD001797,3,2024-06-23
CUST003634,PROD000893,4,2024-06-11
CUST003100,PROD001704,2,2024-10-13
CUST003100,PROD001802,4,2024-10-23
CUST006655,PROD001054,5,2024-08-11
CUST006655,PROD000216,4,2024-08-14
CUST006655,PROD001293,2,2024-08-12
CUST009458,PROD001932,2,2024-06-26
CUST009458,PROD000168,1,2024-06-26
CUST009458,PROD000028,1,2024-06-28
CUST004640,PROD001525,3,2024-09-09
CUST004640,PROD000160,5,2024-09-20
CUST004640,PROD000298,1,2024-09-18
CUST009952,PROD001981,3,2024-08-25
CUST009952,PROD000678,3,2024-08-25
CUST009952,PROD000716,3,2024-08-27
CUST009952,PROD000890,3,2024-08-26
CUST007435,PROD001949,4,2025-05-18
CUST001214,PROD000615,4,2025-03-30
CUST001214,PROD000076,2,2025-03-30
CUST001214,PROD001897,4,2025-03-29
CUST001214,PROD001350,5,2025-04-05
CUST009159,PROD001761,3,2025-01-17
CUST009159,PROD001536,3,2025-01-26
CUST003734,PROD000219,1,2024-10-10
CUST002438,PROD000268,5,2024-09-24
CUST007963,PROD001967,1,2025-05-26
CUST007963,PROD000437,4,2025-05-21
CUST006822,PROD000783,4,2024-09-02
CUST006822,PROD001432,3,2024-08-28
CUST006822,PROD001883,3,2024-08-26
CUST006822,PROD000929,4,2024-08-23
CUST008906,PROD001172,5,2024-06-28
CUST008906,PROD000862,3,2024-06-30
CUST008906,PROD001666,3,2024-06-25
CUST008906,PROD001615,1,2024-07-01
CUST003105,PROD001042,3,2024-06-20
CUST004386,PROD000477,5,2025-04-20
CUST009182,PROD001110,3,2024-08-10
CUST009182,PROD001666,2,2024-08-03
CUST009182,PROD000743,1,2024-08-08
CUST007993,PROD000729,2,2024-09-12
CUST007993,PROD001801,3,2024-09-10
CUST007993,PROD000405,3,2024-09-17
CUST002549,PROD000624,2,2025-02-17
CUST006313,PROD001745,4,2025-03-26
CUST006313,PROD000289,1,2025-04-02
CUST006313,PROD001865,4,2025-03-27
CUST006313,PROD000542,1,2025-03-30
CUST003714,PROD001796,4,2024-08-24
CUST008782,PROD001364,5,2024-11-01
CUST008782,PROD001375,5,2024-10-28
CUST008782,PROD000705,3,2024-10-27
CUST008782,PROD000663,1,2024-10-26
CUST008782,PROD001525,3,2024-10-28
CUST007799,PROD000114,4,2025-02-01
CUST007799,PROD001495,4,2025-01-21
CUST007799,PROD001842,4,2025-01-27
CUST006411,PROD000593,3,2024-09-10
CUST006411,PROD001276,1,2024-09-05
CUST003335,PROD000825,2,2024-10-01
CUST003335,PROD001317,5,2024-10-01
CUST003335,PROD001015,1,2024-10-05
CUST003335,PROD000903,1,2024-09-29
CUST003295,PROD000551,1,2025-03-28
CUST003295,PROD000176,2,2025-04-02
CUST006340,PROD001550,5,2025-05-04
CUST006340,PROD000995,1,2025-04-29
CUST006340,PROD001870,4,2025-04-28
CUST006340,PROD001749,1,2025-05-03
CUST006340,PROD000780,5,2025-04-26
CUST002876,PROD001214,5,2025-03-17
CUST002876,PROD001015,1,2025-03-16
CUST002876,PROD000946,5,2025-03-16
CUST002876,PROD001461,3,2025-03-17
CUST002876,PROD000546,4,2025-03-20
CUST003114,PROD001251,5,2025-03-27
CUST003114,PROD000389,1,2025-03-25
CUST003114,PROD000482,1,2025-03-20
CUST003114,PROD000890,5,2025-03-19
CUST007558,PROD001240,3,2024-07-13
CUST007558,PROD000012,2,2024-07-19
CUST007558,PROD000551,3,2024-07-11
CUST007558,PROD000270,5,2024-07-10
CUST000112,PROD001830,4,2024-12-03
CUST000112,PROD001928,1,2024-12-05
CUST000112,PROD000303,1,2024-12-05
CUST002886,PROD001157,3,2024-07-07
CUST002886,PROD001871,3,2024-07-13
CUST002886,PROD000555,5,2024-07-11
CUST002886,PROD001802,3,2024-07-06
CUST000933,PROD001394,5,2024-12-11
CUST000933,PROD000596,2,2024-11-30
CUST008378,PROD000030,3,2024-09-19
CUST008378,PROD000218,3,2024-09-17
CUST008378,PROD001481,2,2024-09-24
CUST008378,PROD000151,5,2024-09-14
CUST001300,PROD000774,3,2024-10-15
CUST001300,PROD000085,3,2024-10-23
CUST001300,PROD000519,2,2024-10-16
CUST003724,PROD000577,2,2024-10-08
CUST009711,PROD000876,1,2025-05-28
CUST009711,PROD001137,3,2025-05-31
CUST009711,PROD001670,3,2025-05-30
CUST004914,PROD001617,1,2025-05-22
CUST004914,PROD001317,3,2025-05-16
CUST008453,PROD000943,5,2025-04-15
CUST008453,PROD001989,3,2025-04-09
CUST003160,PROD001894,2,2024-07-28
CUST003160,PROD000937,3,2024-07-28
CUST003295,PROD001461,1,2025-01-29
CUST005335,PROD001236,3,2025-05-14
CUST003068,PROD001900,5,2024-07-12
CUST003068,PROD001726,3,2024-07-10
CUST003068,PROD001160,5,2024-07-14
CUST003068,PROD000167,5,2024-07-20
CUST003068,PROD000577,2,2024-07-20
CUST006639,PROD000965,2,2025-02-15
CUST006639,PROD000253,3,2025-02-23
CUST006639,PROD000284,3,2025-02-12
CUST000178,PROD000356,3,2024-08-30
CUST000178,PROD001748,3,2024-08-27
CUST000178,PROD000601,5,2024-08-27
CUST000178,PROD001955,5,2024-08-19
CUST005850,PROD001378,4,2025-03-23
CUST005850,PROD000389,2,2025-03-25
CUST003496,PROD001032,3,2024-07-21
CUST004391,PROD001501,1,2024-10-22
CUST000343,PROD000393,2,2024-11-29
CUST000343,PROD001259,2,2024-11-30
CUST004087,PROD000810,4,2024-06-06
CUST004087,PROD000058,2,2024-06-11
CUST004087,PROD001527,3,2024-06-09
CUST006947,PROD000882,4,2024-09-02
CUST009209,PROD001249,4,2024-12-20
CUST009209,PROD000357,2,2024-12-19
CUST001035,PROD000818,2,2025-03-31
CUST001035,PROD000518,1,2025-04-02
CUST001035,PROD001527,2,2025-04-05
CUST001035,PROD001383,4,2025-04-02
CUST001035,PROD000525,2,2025-04-03
CUST002929,PROD000268,5,2025-02-25
CUST002133,PROD001359,1,2025-05-03
CUST009106,PROD001653,1,2024-12-06
CUST009106,PROD000204,3,2024-11-28
CUST009106,PROD001745,4,2024-11-28
CUST009106,PROD001104,4,2024-11-28
CUST009666,PROD001239,1,2024-08-28
CUST009666,PROD001789,1,2024-08-26
CUST009666,PROD001510,3,2024-08-23
CUST008220,PROD000849,4,2024-07-28
CUST008220,PROD000259,3,2024-08-01
CUST005215,PROD000857,5,2024-11-14
CUST000501,PROD001668,1,2025-05-25
CUST002904,PROD001763,1,2024-07-16
CUST002904,PROD000284,5,2024-07-20
CUST002904,PROD000900,1,2024-07-20
CUST002904,PROD001083,2,2024-07-07
CUST004722,PROD000374,2,2025-05-08
CUST002338,PROD001191,4,2024-06-02
CUST002338,PROD001235,3,2024-06-07
CUST002338,PROD001026,3,2024-06-03
CUST007637,PROD000900,4,2024-10-24
CUST007637,PROD001634,1,2024-10-27
CUST007637,PROD000176,5,2024-10-28
CUST007235,PROD001303,1,2024-12-09
CUST006738,PROD001032,4,2025-02-25
CUST002764,PROD001752,2,2025-03-12
CUST009890,PROD000299,3,2024-12-13
CUST009890,PROD000658,5,2024-12-12
CUST007790,PROD001405,1,2024-12-22
CUST007790,PROD000094,5,2024-12-25
CUST007790,PROD000514,2,2024-12-16
CUST009708,PROD001157,1,2025-03-22
CUST009708,PROD001039,3,2025-03-28
CUST009708,PROD000700,3,2025-03-25
CUST002580,PROD000102,2,2025-03-12
CUST002580,PROD000964,1,2025-03-24
CUST005010,PROD001306,5,2025-02-04
CUST006366,PROD001866,4,2024-09-29
CUST006366,PROD001502,1,2024-10-06
CUST006366,PROD001018,3,2024-10-08
CUST006366,PROD000216,5,2024-09-29
CUST008351,PROD000755,3,2024-09-05
CUST008351,PROD000232,1,2024-09-01
CUST006286,PROD001887,4,2024-11-24
CUST006286,PROD001198,5,2024-11-24
CUST005617,PROD000476,2,2025-04-03
CUST005617,PROD000810,3,2025-04-04
CUST004671,PROD001017,1,2024-09-30
CUST008827,PROD000118,1,2025-04-24
CUST005176,PROD000887,5,2024-08-12
CUST006440,PROD000477,4,2024-09-01
CUST006440,PROD001836,3,2024-08-24
CUST006440,PROD001092,3,2024-09-01
CUST006440,PROD001518,3,2024-08-25
CUST001669,PROD001995,3,2025-02-11
CUST001669,PROD001531,3,2025-02-18
CUST001669,PROD000864,1,2025-02-08
CUST004422,PROD000936,1,2024-10-02
CUST005567,PROD000178,3,2024-07-05
CUST005567,PROD001245,5,2024-07-13
CUST005567,PROD001169,3,2024-07-15
CUST001345,PROD000613,3,2024-12-08
CUST005623,PROD001968,2,2024-11-28
CUST005623,PROD001577,5,2024-11-29
CUST005225,PROD001942,4,2024-08-28
CUST005225,PROD001957,4,2024-08-29
CUST005225,PROD001926,3,2024-09-08
CUST005225,PROD001197,1,2024-09-02
CUST005142,PROD001379,1,2025-03-09
CUST005142,PROD001069,1,2025-03-13
CUST005142,PROD000580,3,2025-03-15
CUST005142,PROD001381,2,2025-03-06
CUST005142,PROD001557,4,2025-03-05
CUST003026,PROD001675,4,2025-05-14
CUST003026,PROD000760,3,2025-05-11
CUST003026,PROD001466,2,2025-05-14
CUST003393,PROD001571,1,2025-03-15
CUST002439,PROD000470,3,2025-04-17
CUST008913,PROD001384,2,2024-11-14
CUST008913,PROD001736,4,2024-11-19
CUST008913,PROD001920,1,2024-11-13
CUST008913,PROD000975,3,2024-11-16
CUST008913,PROD001162,1,2024-11-13
CUST006656,PROD001424,3,2024-06-27
CUST006656,PROD001097,5,2024-06-30
CUST006656,PROD000029,1,2024-06-24
CUST001771,PROD001988,4,2024-09-01
CUST001771,PROD000315,1,2024-09-10
CUST001771,PROD000368,3,2024-09-01
CUST005131,PROD001213,1,2024-10-20
CUST001050,PROD000453,3,2024-07-04
CUST001050,PROD000519,5,2024-07-15
CUST002546,PROD000221,3,2025-01-14
CUST002546,PROD001508,2,2025-01-22
CUST002546,PROD001073,3,2025-01-19
CUST002546,PROD000402,1,2025-01-13
CUST005386,PROD001848,1,2024-07-15
CUST005386,PROD001441,5,2024-07-11
CUST002192,PROD001929,1,2024-06-04
CUST002192,PROD000512,3,2024-06-10
CUST002192,PROD001015,4,2024-06-12
CUST003750,PROD000347,5,2025-03-26
CUST001442,PROD001731,3,2024-09-08
CUST001442,PROD001473,4,2024-09-04
CUST001442,PROD000044,3,2024-09-05
CUST003425,PROD001985,4,2025-04-24
CUST003425,PROD000414,1,2025-04-21
CUST008807,PROD001406,5,2024-11-03
CUST008807,PROD001482,1,2024-10-31
CUST008807,PROD001817,1,2024-11-04
CUST008807,PROD001164,1,2024-11-08
CUST001080,PROD000134,5,2025-03-19
CUST001080,PROD001695,5,2025-03-17
CUST008863,PROD001380,5,2024-09-15
CUST008863,PROD001486,2,2024-09-21
CUST008863,PROD000420,5,2024-09-26
CUST001557,PROD001956,1,2025-04-07
CUST001557,PROD000878,3,2025-04-13
CUST001557,PROD000695,5,2025-04-02
CUST001521,PROD001350,4,2024-10-03
CUST007449,PROD001637,3,2025-02-07
CUST008153,PROD000326,3,2025-05-15
CUST008153,PROD001261,2,2025-05-12
CUST008153,PROD001095,5,2025-05-13
CUST008153,PROD001315,4,2025-05-21
CUST006496,PROD001444,5,2024-09-16
CUST006496,PROD001760,2,2024-09-25
CUST006496,PROD001180,4,2024-09-19
CUST006496,PROD001879,3,2024-09-21
CUST002191,PROD001155,4,2025-01-02
CUST002191,PROD000882,5,2024-12-31
CUST000374,PROD000763,1,2025-02-17
CUST001092,PROD000752,5,2024-10-27
CUST001092,PROD001445,1,2024-11-01
CUST001092,PROD001386,3,2024-10-31
CUST001092,PROD000540,3,2024-10-28
CUST004761,PROD001908,5,2024-08-04
CUST004761,PROD001310,4,2024-08-14
CUST004761,PROD000418,3,2024-08-07
CUST009364,PROD000569,3,2024-08-31
CUST004699,PROD001741,5,2025-01-02
CUST004699,PROD000964,4,2024-12-28
CUST004699,PROD001543,5,2024-12-23
CUST008490,PROD000015,1,2025-03-10
CUST008490,PROD000712,5,2025-03-12
CUST002406,PROD001251,3,2024-12-31
CUST002406,PROD000711,1,2025-01-10
CUST002406,PROD000633,2,2024-12-31
CUST006042,PROD000133,4,2024-12-16
CUST000372,PROD001206,4,2024-09-26
CUST005869,PROD000794,3,2025-04-16
CUST005869,PROD001705,3,2025-04-26
CUST007131,PROD000278,2,2025-03-09
CUST007131,PROD001100,2,2025-02-27
CUST007131,PROD001970,4,2025-02-28
CUST007131,PROD000109,3,2025-03-07
CUST007131,PROD001845,1,2025-02-28
CUST002454,PROD000978,5,2024-11-01
CUST002454,PROD000569,1,2024-10-29
CUST002454,PROD001358,1,2024-10-24
CUST001544,PROD001745,4,2024-06-11
CUST001544,PROD000546,3,2024-06-16
CUST007622,PROD001380,3,2024-05-29
CUST007622,PROD000490,2,2024-05-29
CUST002652,PROD000621,2,2024-09-17
CUST002652,PROD001515,4,2024-09-20
CUST002652,PROD000742,4,2024-09-18
CUST008871,PROD000174,1,2024-10-25
CUST004021,PROD001356,5,2025-05-15
CUST004021,PROD000074,5,2025-05-25
CUST004021,PROD001146,1,2025-05-25
CUST009138,PROD000755,5,2024-06-02
CUST009138,PROD000831,3,2024-06-08
CUST009138,PROD001643,5,2024-06-11
CUST008319,PROD000488,5,2024-12-14
CUST008319,PROD000867,5,2024-12-16
CUST008319,PROD001752,2,2024-12-15
CUST004208,PROD000683,3,2025-05-18
CUST004208,PROD001539,3,2025-05-26
CUST004208,PROD000864,1,2025-05-21
CUST004208,PROD000795,3,2025-05-24
CUST002642,PROD001083,3,2024-06-20
CUST002642,PROD001087,5,2024-06-11
CUST002642,PROD001054,1,2024-06-16
CUST002642,PROD001102,2,2024-06-12
CUST008283,PROD001885,5,2025-05-13
CUST008283,PROD000693,4,2025-05-08
CUST008283,PROD000061,1,2025-05-09
CUST002067,PROD001571,5,2024-12-10
CUST002067,PROD000572,5,2024-12-08
CUST002067,PROD001195,4,2024-12-12
CUST000776,PROD001556,3,2025-05-14
CUST000776,PROD000593,4,2025-05-14
CUST002955,PROD000894,1,2024-07-29
CUST002955,PROD001476,5,2024-08-01
CUST002955,PROD000538,5,2024-08-08
CUST003227,PROD001519,4,2024-11-30
CUST003227,PROD001929,2,2024-11-27
CUST003227,PROD001450,5,2024-11-22
CUST001922,PROD000620,5,2024-08-21
CUST001922,PROD000644,2,2024-08-19
CUST003292,PROD001275,3,2024-08-01
CUST003292,PROD000924,1,2024-08-03
CUST003292,PROD001985,3,2024-08-14
CUST003292,PROD000194,4,2024-08-03
CUST002369,PROD000631,1,2025-04-09
CUST002369,PROD000334,1,2025-04-08
CUST000628,PROD001670,2,2024-09-11
CUST003631,PROD001564,5,2024-12-30
CUST001167,PROD001415,3,2024-06-12
CUST001167,PROD000044,1,2024-06-14
CUST001167,PROD000174,3,2024-06-18
CUST001167,PROD001751,5,2024-06-20
CUST006464,PROD001041,5,2025-05-12
CUST005846,PROD001923,2,2025-02-26
CUST005846,PROD000494,4,2025-03-01
CUST003103,PROD001528,5,2024-08-08
CUST008069,PROD000914,1,2024-10-17
CUST008069,PROD000972,2,2024-10-05
CUST008069,PROD001597,4,2024-10-07
CUST008069,PROD001497,4,2024-10-12
CUST001212,PROD001771,2,2024-12-12
CUST001212,PROD000037,2,2024-12-05
CUST007586,PROD000310,3,2025-04-26
CUST007586,PROD001106,3,2025-05-03
CUST007586,PROD001713,1,2025-05-02
CUST007586,PROD000680,4,2025-04-23
CUST007586,PROD001266,3,2025-04-29
CUST006506,PROD000591,1,2025-01-25
CUST006506,PROD001053,5,2025-01-16
CUST006506,PROD001752,2,2025-01-25
CUST006506,PROD001638,4,2025-01-24
CUST007597,PROD000175,5,2025-02-01
CUST007597,PROD000137,2,2025-02-03
CUST007597,PROD000255,2,2025-01-29
CUST007597,PROD001054,1,2025-01-30
CUST007992,PROD000882,1,2025-05-10
CUST007992,PROD001279,5,2025-05-07
CUST001104,PROD001052,5,2025-02-27
CUST009477,PROD000700,4,2024-06-19
CUST009477,PROD001344,2,2024-06-28
CUST001174,PROD000137,1,2024-11-30
CUST004842,PROD001878,1,2024-10-27
CUST004842,PROD000263,3,2024-10-25
CUST008862,PROD000450,2,2025-05-14
CUST008862,PROD000580,4,2025-05-15
CUST008862,PROD001070,1,2025-05-08
CUST007012,PROD000678,3,2025-05-17
CUST007012,PROD001399,2,2025-05-23
CUST004695,PROD001559,1,2025-04-10
CUST003750,PROD000758,1,2024-05-30
CUST003750,PROD001991,5,2024-06-08
CUST006791,PROD000094,3,2025-04-02
