id_order,id_produk,harga,jumlah,total_item
ORD00002191,PROD000682,765000.0,1,765000.0
ORD00002191,PROD001363,4954000.0,2,9908000.0
ORD00002191,PROD001531,4077000.0,3,12231000.0
ORD00002191,PROD000576,4270000.0,3,12810000.0
ORD00002192,PROD000459,4178000.0,2,8356000.0
ORD00002192,PROD000277,3102000.0,3,9306000.0
ORD00002192,PROD000168,469000.0,3,1407000.0
ORD00002192,PROD001300,2040000.0,2,4080000.0
ORD00002192,PROD001896,1057000.0,3,3171000.0
ORD00002193,PROD000998,2578000.0,2,5156000.0
ORD00002194,PROD001893,2219000.0,3,6657000.0
ORD00002194,PROD001398,852000.0,3,2556000.0
ORD00002195,PROD000997,4797000.0,2,9594000.0
ORD00002195,PROD001036,720000.0,2,1440000.0
ORD00002195,PROD001232,1205000.0,3,3615000.0
ORD00002195,PROD001719,1530000.0,1,1530000.0
ORD00002195,PROD001301,27000.0,1,27000.0
ORD00002196,PROD001445,2212000.0,2,4424000.0
ORD00002196,PROD000973,3211000.0,3,9633000.0
ORD00002196,PROD000601,519000.0,2,1038000.0
ORD00002197,PROD001478,508000.0,3,1524000.0
ORD00002197,PROD001621,3942000.0,2,7884000.0
ORD00002197,PROD000581,591000.0,3,1773000.0
ORD00002197,PROD001446,2832000.0,2,5664000.0
ORD00002197,PROD000873,582000.0,2,1164000.0
ORD00002198,PROD001157,16000.0,3,48000.0
ORD00002198,PROD000258,3848000.0,2,7696000.0
ORD00002198,PROD001204,4650000.0,1,4650000.0
ORD00002198,PROD000522,2162000.0,2,4324000.0
ORD00002198,PROD001473,2508000.0,2,5016000.0
ORD00002199,PROD001766,3431000.0,1,3431000.0
ORD00002199,PROD001423,3628000.0,3,10884000.0
ORD00002200,PROD001743,1502000.0,2,3004000.0
ORD00002200,PROD001028,180000.0,3,540000.0
ORD00002200,PROD000880,318000.0,2,636000.0
ORD00002201,PROD001911,4690000.0,1,4690000.0
ORD00002201,PROD001835,2677000.0,1,2677000.0
ORD00002201,PROD001739,593000.0,1,593000.0
ORD00002201,PROD001470,2634000.0,3,7902000.0
ORD00002201,PROD001631,428000.0,2,856000.0
ORD00002202,PROD000008,4035000.0,1,4035000.0
ORD00002202,PROD001248,3863000.0,2,7726000.0
ORD00002202,PROD000332,2963000.0,2,5926000.0
ORD00002203,PROD001200,4425000.0,1,4425000.0
ORD00002203,PROD000150,1681000.0,3,5043000.0
ORD00002203,PROD001860,2247000.0,1,2247000.0
ORD00002204,PROD001565,3306000.0,2,6612000.0
ORD00002205,PROD001105,4476000.0,1,4476000.0
ORD00002206,PROD001555,1362000.0,1,1362000.0
ORD00002206,PROD000456,3231000.0,1,3231000.0
ORD00002206,PROD001749,3062000.0,3,9186000.0
ORD00002206,PROD000773,1869000.0,1,1869000.0
ORD00002206,PROD000147,4170000.0,3,12510000.0
ORD00002207,PROD001423,3628000.0,2,7256000.0
ORD00002207,PROD000383,4395000.0,1,4395000.0
ORD00002207,PROD001953,2329000.0,3,6987000.0
ORD00002207,PROD000066,3840000.0,1,3840000.0
ORD00002208,PROD001343,4151000.0,3,12453000.0
ORD00002208,PROD000140,3868000.0,1,3868000.0
ORD00002208,PROD001657,4350000.0,1,4350000.0
ORD00002209,PROD001933,2620000.0,1,2620000.0
ORD00002209,PROD000748,4103000.0,2,8206000.0
ORD00002210,PROD000303,1852000.0,1,1852000.0
ORD00002210,PROD001033,508000.0,3,1524000.0
ORD00002210,PROD000150,1681000.0,1,1681000.0
ORD00002211,PROD001648,544000.0,1,544000.0
ORD00002212,PROD000083,3473000.0,1,3473000.0
ORD00002213,PROD000786,3965000.0,1,3965000.0
ORD00002213,PROD001952,3757000.0,3,11271000.0
ORD00002213,PROD000581,591000.0,1,591000.0
ORD00002213,PROD001974,2553000.0,2,5106000.0
ORD00002213,PROD001270,916000.0,1,916000.0
ORD00002214,PROD001324,3923000.0,2,7846000.0
ORD00002214,PROD001554,861000.0,3,2583000.0
ORD00002214,PROD001594,3150000.0,3,9450000.0
ORD00002214,PROD001366,4107000.0,3,12321000.0
ORD00002214,PROD000170,4615000.0,2,9230000.0
ORD00002215,PROD000401,1213000.0,3,3639000.0
ORD00002215,PROD000266,2491000.0,2,4982000.0
ORD00002215,PROD001798,3401000.0,1,3401000.0
ORD00002215,PROD000323,496000.0,2,992000.0
ORD00002215,PROD000629,4078000.0,1,4078000.0
ORD00002216,PROD000933,2557000.0,1,2557000.0
ORD00002216,PROD001393,3607000.0,3,10821000.0
ORD00002217,PROD000510,2125000.0,3,6375000.0
ORD00002218,PROD001014,4949000.0,1,4949000.0
ORD00002218,PROD001668,4161000.0,1,4161000.0
ORD00002218,PROD001548,1743000.0,2,3486000.0
ORD00002218,PROD001564,2074000.0,1,2074000.0
ORD00002218,PROD001204,4650000.0,1,4650000.0
ORD00002219,PROD001891,1470000.0,2,2940000.0
ORD00002219,PROD000828,3941000.0,3,11823000.0
ORD00002219,PROD000766,913000.0,2,1826000.0
ORD00002219,PROD000334,3791000.0,2,7582000.0
ORD00002219,PROD000800,245000.0,3,735000.0
ORD00002220,PROD000048,1283000.0,1,1283000.0
ORD00002220,PROD000268,2585000.0,3,7755000.0
ORD00002220,PROD001249,1684000.0,2,3368000.0
ORD00002221,PROD001623,1992000.0,1,1992000.0
ORD00002221,PROD001248,3863000.0,3,11589000.0
ORD00002221,PROD000372,2251000.0,3,6753000.0
ORD00002221,PROD001361,4952000.0,2,9904000.0
ORD00002221,PROD001276,1075000.0,1,1075000.0
ORD00002222,PROD000140,3868000.0,2,7736000.0
ORD00002222,PROD000447,2197000.0,3,6591000.0
ORD00002223,PROD000656,2477000.0,3,7431000.0
ORD00002223,PROD001808,3808000.0,2,7616000.0
ORD00002223,PROD000615,4223000.0,3,12669000.0
ORD00002223,PROD001202,2308000.0,1,2308000.0
ORD00002224,PROD001899,2156000.0,2,4312000.0
ORD00002224,PROD001907,3524000.0,1,3524000.0
ORD00002224,PROD001371,583000.0,3,1749000.0
ORD00002224,PROD001306,1634000.0,1,1634000.0
ORD00002224,PROD001074,4800000.0,3,14400000.0
ORD00002225,PROD000161,1358000.0,1,1358000.0
ORD00002225,PROD000711,1365000.0,2,2730000.0
ORD00002225,PROD001012,204000.0,2,408000.0
ORD00002225,PROD001282,2483000.0,3,7449000.0
ORD00002226,PROD001000,2697000.0,1,2697000.0
ORD00002227,PROD000438,1223000.0,3,3669000.0
ORD00002227,PROD000346,4916000.0,3,14748000.0
ORD00002227,PROD000382,640000.0,1,640000.0
ORD00002227,PROD001594,3150000.0,1,3150000.0
ORD00002227,PROD000855,4311000.0,3,12933000.0
ORD00002228,PROD001239,403000.0,2,806000.0
ORD00002229,PROD001927,4495000.0,3,13485000.0
ORD00002230,PROD000492,3824000.0,1,3824000.0
ORD00002230,PROD000416,4485000.0,2,8970000.0
ORD00002231,PROD001510,3707000.0,1,3707000.0
ORD00002232,PROD001785,1360000.0,1,1360000.0
ORD00002232,PROD001014,4949000.0,3,14847000.0
ORD00002232,PROD000429,3022000.0,2,6044000.0
ORD00002232,PROD001889,2827000.0,2,5654000.0
ORD00002233,PROD000008,4035000.0,3,12105000.0
ORD00002233,PROD001686,2037000.0,1,2037000.0
ORD00002233,PROD001910,1481000.0,2,2962000.0
ORD00002233,PROD001840,291000.0,2,582000.0
ORD00002234,PROD001414,2888000.0,1,2888000.0
ORD00002234,PROD001853,708000.0,1,708000.0
ORD00002234,PROD001332,880000.0,1,880000.0
ORD00002234,PROD001600,886000.0,1,886000.0
ORD00002234,PROD000903,2241000.0,3,6723000.0
ORD00002235,PROD000331,2651000.0,2,5302000.0
ORD00002235,PROD000266,2491000.0,1,2491000.0
ORD00002236,PROD000522,2162000.0,2,4324000.0
ORD00002236,PROD000079,691000.0,2,1382000.0
ORD00002236,PROD000134,4413000.0,3,13239000.0
ORD00002237,PROD000211,4375000.0,1,4375000.0
ORD00002237,PROD000343,2699000.0,2,5398000.0
ORD00002237,PROD000553,4871000.0,1,4871000.0
ORD00002237,PROD000943,713000.0,1,713000.0
ORD00002238,PROD001719,1530000.0,3,4590000.0
ORD00002238,PROD000331,2651000.0,2,5302000.0
ORD00002238,PROD001779,1979000.0,1,1979000.0
ORD00002238,PROD000917,3208000.0,2,6416000.0
ORD00002238,PROD000016,4997000.0,1,4997000.0
ORD00002239,PROD001492,2837000.0,2,5674000.0
ORD00002239,PROD001740,3477000.0,3,10431000.0
ORD00002239,PROD001368,4502000.0,1,4502000.0
ORD00002239,PROD001859,1549000.0,1,1549000.0
ORD00002240,PROD000981,2209000.0,3,6627000.0
ORD00002240,PROD001883,322000.0,1,322000.0
ORD00002240,PROD000257,1959000.0,1,1959000.0
ORD00002240,PROD000492,3824000.0,3,11472000.0
ORD00002240,PROD001159,646000.0,2,1292000.0
ORD00002241,PROD001111,1926000.0,3,5778000.0
ORD00002241,PROD001745,4953000.0,3,14859000.0
ORD00002241,PROD000602,4778000.0,2,9556000.0
ORD00002241,PROD001222,765000.0,2,1530000.0
ORD00002242,PROD001076,3433000.0,3,10299000.0
ORD00002242,PROD000820,4135000.0,1,4135000.0
ORD00002242,PROD001624,1054000.0,3,3162000.0
ORD00002242,PROD001236,1187000.0,1,1187000.0
ORD00002242,PROD000777,4523000.0,3,13569000.0
ORD00002243,PROD001811,4392000.0,1,4392000.0
ORD00002243,PROD000878,4091000.0,2,8182000.0
ORD00002243,PROD000724,256000.0,1,256000.0
ORD00002244,PROD000714,3117000.0,1,3117000.0
ORD00002244,PROD001917,3553000.0,2,7106000.0
ORD00002245,PROD000686,4994000.0,3,14982000.0
ORD00002246,PROD000917,3208000.0,2,6416000.0
ORD00002246,PROD001678,329000.0,2,658000.0
ORD00002246,PROD000344,4314000.0,2,8628000.0
ORD00002246,PROD000472,1995000.0,2,3990000.0
ORD00002247,PROD000762,3045000.0,3,9135000.0
ORD00002247,PROD001654,3913000.0,2,7826000.0
ORD00002248,PROD000173,3891000.0,3,11673000.0
ORD00002248,PROD000864,4601000.0,2,9202000.0
ORD00002249,PROD000130,1898000.0,3,5694000.0
ORD00002249,PROD001264,2883000.0,2,5766000.0
ORD00002249,PROD000294,2670000.0,2,5340000.0
ORD00002249,PROD001033,508000.0,3,1524000.0
ORD00002250,PROD000719,3485000.0,2,6970000.0
ORD00002251,PROD001734,844000.0,1,844000.0
ORD00002252,PROD000636,1875000.0,1,1875000.0
ORD00002252,PROD001710,4411000.0,1,4411000.0
ORD00002252,PROD001159,646000.0,3,1938000.0
ORD00002252,PROD000062,4093000.0,3,12279000.0
ORD00002253,PROD000076,3903000.0,1,3903000.0
ORD00002254,PROD001111,1926000.0,3,5778000.0
ORD00002254,PROD001178,4433000.0,3,13299000.0
ORD00002255,PROD000017,4276000.0,3,12828000.0
ORD00002256,PROD000660,3617000.0,2,7234000.0
ORD00002256,PROD000555,222000.0,1,222000.0
ORD00002257,PROD001942,3692000.0,3,11076000.0
ORD00002257,PROD001358,2547000.0,1,2547000.0
ORD00002257,PROD001102,1545000.0,3,4635000.0
ORD00002257,PROD001639,1171000.0,2,2342000.0
ORD00002258,PROD001167,3508000.0,2,7016000.0
ORD00002258,PROD001551,1061000.0,2,2122000.0
ORD00002258,PROD000950,2436000.0,1,2436000.0
ORD00002259,PROD001629,777000.0,3,2331000.0
ORD00002259,PROD000962,4599000.0,1,4599000.0
ORD00002259,PROD000886,3211000.0,1,3211000.0
ORD00002259,PROD001039,894000.0,2,1788000.0
ORD00002259,PROD001032,4951000.0,2,9902000.0
ORD00002260,PROD001250,4836000.0,2,9672000.0
ORD00002260,PROD001783,2769000.0,3,8307000.0
ORD00002260,PROD000251,429000.0,2,858000.0
ORD00002260,PROD001031,1554000.0,2,3108000.0
ORD00002260,PROD000931,1849000.0,2,3698000.0
ORD00002261,PROD000429,3022000.0,1,3022000.0
ORD00002261,PROD001791,2760000.0,3,8280000.0
ORD00002261,PROD000775,3986000.0,3,11958000.0
ORD00002261,PROD001896,1057000.0,3,3171000.0
ORD00002261,PROD001478,508000.0,2,1016000.0
ORD00002262,PROD000018,4781000.0,3,14343000.0
ORD00002262,PROD000150,1681000.0,3,5043000.0
ORD00002262,PROD000044,797000.0,2,1594000.0
ORD00002262,PROD001414,2888000.0,1,2888000.0
ORD00002262,PROD000692,4473000.0,2,8946000.0
ORD00002263,PROD001367,1063000.0,1,1063000.0
ORD00002263,PROD000428,591000.0,3,1773000.0
ORD00002263,PROD000293,3406000.0,3,10218000.0
ORD00002263,PROD001661,1318000.0,1,1318000.0
ORD00002263,PROD001812,166000.0,1,166000.0
ORD00002264,PROD001536,2606000.0,3,7818000.0
ORD00002264,PROD000619,1305000.0,3,3915000.0
ORD00002264,PROD001021,1661000.0,3,4983000.0
ORD00002264,PROD000358,1156000.0,1,1156000.0
ORD00002264,PROD001708,2186000.0,3,6558000.0
ORD00002265,PROD000266,2491000.0,3,7473000.0
ORD00002265,PROD001272,3257000.0,1,3257000.0
ORD00002265,PROD000480,531000.0,1,531000.0
ORD00002265,PROD000658,3374000.0,2,6748000.0
ORD00002265,PROD001462,1294000.0,1,1294000.0
ORD00002266,PROD000463,4710000.0,3,14130000.0
ORD00002267,PROD001277,2269000.0,1,2269000.0
ORD00002267,PROD001149,3023000.0,1,3023000.0
ORD00002267,PROD001409,2458000.0,1,2458000.0
ORD00002268,PROD001934,533000.0,3,1599000.0
ORD00002268,PROD000582,2433000.0,2,4866000.0
ORD00002269,PROD000228,3397000.0,3,10191000.0
ORD00002269,PROD001234,4871000.0,2,9742000.0
ORD00002269,PROD000378,4749000.0,1,4749000.0
ORD00002269,PROD000131,373000.0,3,1119000.0
ORD00002269,PROD001187,457000.0,3,1371000.0
ORD00002270,PROD001393,3607000.0,3,10821000.0
ORD00002271,PROD000615,4223000.0,3,12669000.0
ORD00002271,PROD000186,670000.0,3,2010000.0
ORD00002271,PROD000633,2262000.0,2,4524000.0
ORD00002271,PROD000417,1825000.0,2,3650000.0
ORD00002272,PROD000189,381000.0,2,762000.0
ORD00002272,PROD000974,466000.0,3,1398000.0
ORD00002272,PROD001196,763000.0,1,763000.0
ORD00002273,PROD001774,4044000.0,1,4044000.0
ORD00002273,PROD000022,4293000.0,2,8586000.0
ORD00002273,PROD001314,3465000.0,1,3465000.0
ORD00002273,PROD001514,1168000.0,3,3504000.0
ORD00002273,PROD000911,2827000.0,3,8481000.0
ORD00002274,PROD000296,4571000.0,2,9142000.0
ORD00002274,PROD000095,3651000.0,2,7302000.0
ORD00002274,PROD001243,3894000.0,3,11682000.0
ORD00002275,PROD000601,519000.0,2,1038000.0
ORD00002275,PROD001938,3879000.0,3,11637000.0
ORD00002275,PROD001613,1531000.0,2,3062000.0
ORD00002275,PROD001887,2418000.0,3,7254000.0
ORD00002275,PROD001898,4444000.0,2,8888000.0
ORD00002276,PROD000752,2259000.0,3,6777000.0
ORD00002276,PROD001944,2869000.0,1,2869000.0
ORD00002276,PROD000097,4447000.0,3,13341000.0
ORD00002276,PROD000705,336000.0,3,1008000.0
ORD00002277,PROD001836,2451000.0,1,2451000.0
ORD00002277,PROD001053,1306000.0,1,1306000.0
ORD00002277,PROD000635,2860000.0,3,8580000.0
ORD00002278,PROD001037,3524000.0,2,7048000.0
ORD00002279,PROD000432,287000.0,1,287000.0
ORD00002279,PROD001698,29000.0,2,58000.0
ORD00002279,PROD000679,3486000.0,1,3486000.0
ORD00002279,PROD001786,1799000.0,3,5397000.0
ORD00002280,PROD001400,4336000.0,1,4336000.0
ORD00002280,PROD000031,1327000.0,1,1327000.0
ORD00002281,PROD000636,1875000.0,3,5625000.0
ORD00002281,PROD000970,4622000.0,1,4622000.0
ORD00002281,PROD001923,4487000.0,3,13461000.0
ORD00002281,PROD001747,1850000.0,1,1850000.0
ORD00002282,PROD001465,2950000.0,3,8850000.0
ORD00002283,PROD001482,3811000.0,1,3811000.0
ORD00002283,PROD000558,4067000.0,1,4067000.0
ORD00002283,PROD001122,3358000.0,1,3358000.0
ORD00002284,PROD000739,3284000.0,3,9852000.0
ORD00002284,PROD001647,495000.0,3,1485000.0
ORD00002285,PROD001786,1799000.0,1,1799000.0
ORD00002285,PROD000689,3204000.0,2,6408000.0
ORD00002285,PROD001753,1724000.0,1,1724000.0
ORD00002285,PROD000020,3794000.0,3,11382000.0
ORD00002285,PROD001115,1677000.0,3,5031000.0
ORD00002286,PROD000812,3326000.0,2,6652000.0
ORD00002286,PROD001800,2965000.0,3,8895000.0
ORD00002286,PROD001290,3990000.0,1,3990000.0
ORD00002287,PROD001683,4311000.0,2,8622000.0
ORD00002287,PROD001293,978000.0,1,978000.0
ORD00002287,PROD001486,1690000.0,3,5070000.0
ORD00002287,PROD001649,3804000.0,1,3804000.0
ORD00002288,PROD001741,2101000.0,3,6303000.0
ORD00002288,PROD000414,386000.0,1,386000.0
ORD00002289,PROD001839,4146000.0,3,12438000.0
ORD00002290,PROD001092,3796000.0,1,3796000.0
ORD00002291,PROD001211,3027000.0,2,6054000.0
ORD00002291,PROD001441,3498000.0,3,10494000.0
ORD00002291,PROD001875,4129000.0,1,4129000.0
ORD00002291,PROD001920,266000.0,3,798000.0
ORD00002291,PROD001648,544000.0,2,1088000.0
ORD00002292,PROD001926,3200000.0,3,9600000.0
ORD00002292,PROD000960,1399000.0,3,4197000.0
ORD00002293,PROD001698,29000.0,1,29000.0
ORD00002293,PROD001640,3345000.0,2,6690000.0
ORD00002293,PROD001619,3425000.0,2,6850000.0
ORD00002294,PROD000229,84000.0,2,168000.0
ORD00002294,PROD001152,2403000.0,3,7209000.0
ORD00002294,PROD001415,3112000.0,2,6224000.0
ORD00002294,PROD000452,3995000.0,1,3995000.0
ORD00002294,PROD001997,392000.0,2,784000.0
ORD00002295,PROD000455,4890000.0,3,14670000.0
ORD00002296,PROD000345,3533000.0,1,3533000.0
ORD00002296,PROD001857,1687000.0,1,1687000.0
ORD00002296,PROD000480,531000.0,1,531000.0
ORD00002296,PROD001908,2054000.0,3,6162000.0
ORD00002297,PROD001301,27000.0,3,81000.0
ORD00002297,PROD000478,3859000.0,2,7718000.0
ORD00002297,PROD001402,757000.0,3,2271000.0
ORD00002297,PROD001005,924000.0,1,924000.0
ORD00002297,PROD001863,714000.0,2,1428000.0
ORD00002298,PROD001673,655000.0,2,1310000.0
ORD00002298,PROD000910,1896000.0,1,1896000.0
ORD00002298,PROD000409,1636000.0,3,4908000.0
ORD00002298,PROD000987,442000.0,1,442000.0
ORD00002298,PROD001796,3944000.0,1,3944000.0
ORD00002299,PROD000752,2259000.0,3,6777000.0
ORD00002299,PROD000339,4565000.0,1,4565000.0
ORD00002299,PROD000060,4426000.0,3,13278000.0
ORD00002300,PROD001455,4582000.0,1,4582000.0
ORD00002300,PROD001851,913000.0,3,2739000.0
ORD00002300,PROD001345,632000.0,2,1264000.0
ORD00002300,PROD001777,59000.0,3,177000.0
ORD00002300,PROD001479,4837000.0,1,4837000.0
ORD00002301,PROD000195,2161000.0,1,2161000.0
ORD00002301,PROD000388,1028000.0,3,3084000.0
ORD00002301,PROD001767,1428000.0,2,2856000.0
ORD00002301,PROD000392,893000.0,2,1786000.0
ORD00002302,PROD001531,4077000.0,2,8154000.0
ORD00002303,PROD000849,3456000.0,2,6912000.0
ORD00002303,PROD001440,2039000.0,1,2039000.0
ORD00002303,PROD000001,3444000.0,3,10332000.0
ORD00002303,PROD000570,2019000.0,2,4038000.0
ORD00002304,PROD001784,100000.0,1,100000.0
ORD00002304,PROD000973,3211000.0,3,9633000.0
ORD00002304,PROD001735,2618000.0,1,2618000.0
ORD00002304,PROD000230,4944000.0,1,4944000.0
ORD00002305,PROD000527,4141000.0,1,4141000.0
ORD00002306,PROD001931,3952000.0,2,7904000.0
ORD00002306,PROD001236,1187000.0,1,1187000.0
ORD00002306,PROD000668,1332000.0,1,1332000.0
ORD00002307,PROD001599,556000.0,1,556000.0
ORD00002307,PROD000417,1825000.0,2,3650000.0
ORD00002307,PROD001256,405000.0,3,1215000.0
ORD00002308,PROD001778,3318000.0,2,6636000.0
ORD00002308,PROD000597,1126000.0,1,1126000.0
ORD00002308,PROD001703,4214000.0,2,8428000.0
ORD00002309,PROD000883,2952000.0,1,2952000.0
ORD00002309,PROD000900,4339000.0,1,4339000.0
ORD00002310,PROD000544,143000.0,2,286000.0
ORD00002310,PROD001573,2713000.0,2,5426000.0
ORD00002310,PROD001498,960000.0,2,1920000.0
ORD00002311,PROD000502,1909000.0,3,5727000.0
ORD00002311,PROD000453,3954000.0,1,3954000.0
ORD00002311,PROD001087,4450000.0,1,4450000.0
ORD00002312,PROD001769,3045000.0,2,6090000.0
ORD00002312,PROD000223,87000.0,3,261000.0
ORD00002312,PROD001135,4535000.0,1,4535000.0
ORD00002313,PROD001902,194000.0,1,194000.0
ORD00002314,PROD000076,3903000.0,3,11709000.0
ORD00002315,PROD001589,4913000.0,3,14739000.0
ORD00002315,PROD001771,1452000.0,1,1452000.0
ORD00002315,PROD001439,4291000.0,3,12873000.0
ORD00002315,PROD001116,2787000.0,2,5574000.0
ORD00002316,PROD000928,1907000.0,2,3814000.0
ORD00002316,PROD000472,1995000.0,2,3990000.0
ORD00002316,PROD000024,63000.0,1,63000.0
ORD00002316,PROD000754,970000.0,1,970000.0
ORD00002317,PROD000941,2965000.0,2,5930000.0
ORD00002318,PROD000990,4056000.0,3,12168000.0
ORD00002318,PROD001345,632000.0,3,1896000.0
ORD00002318,PROD000254,3479000.0,3,10437000.0
ORD00002318,PROD000849,3456000.0,2,6912000.0
ORD00002319,PROD001392,4667000.0,2,9334000.0
ORD00002319,PROD000603,2430000.0,2,4860000.0
ORD00002320,PROD001151,4714000.0,2,9428000.0
ORD00002320,PROD000727,3907000.0,2,7814000.0
ORD00002320,PROD000612,834000.0,1,834000.0
ORD00002321,PROD001458,2076000.0,1,2076000.0
ORD00002321,PROD000160,1848000.0,2,3696000.0
ORD00002321,PROD001143,3751000.0,2,7502000.0
ORD00002321,PROD000910,1896000.0,1,1896000.0
ORD00002321,PROD001164,4303000.0,3,12909000.0
ORD00002322,PROD000099,1927000.0,3,5781000.0
ORD00002322,PROD001409,2458000.0,2,4916000.0
ORD00002323,PROD001027,3649000.0,3,10947000.0
ORD00002324,PROD001488,196000.0,1,196000.0
ORD00002325,PROD000029,1229000.0,1,1229000.0
ORD00002325,PROD000631,4472000.0,1,4472000.0
ORD00002326,PROD000339,4565000.0,2,9130000.0
ORD00002327,PROD001666,4579000.0,3,13737000.0
ORD00002327,PROD001182,4675000.0,2,9350000.0
ORD00002327,PROD001612,1517000.0,2,3034000.0
ORD00002328,PROD001148,2680000.0,1,2680000.0
ORD00002328,PROD001926,3200000.0,2,6400000.0
ORD00002328,PROD000835,2143000.0,1,2143000.0
ORD00002328,PROD000760,3506000.0,3,10518000.0
ORD00002328,PROD000313,832000.0,1,832000.0
ORD00002329,PROD000208,4150000.0,2,8300000.0
ORD00002329,PROD001025,410000.0,2,820000.0
ORD00002329,PROD001183,2303000.0,3,6909000.0
ORD00002329,PROD001350,3334000.0,3,10002000.0
ORD00002330,PROD000457,4277000.0,2,8554000.0
ORD00002330,PROD001185,669000.0,1,669000.0
ORD00002331,PROD001455,4582000.0,3,13746000.0
ORD00002331,PROD000957,1106000.0,3,3318000.0
ORD00002331,PROD001227,746000.0,1,746000.0
ORD00002331,PROD001631,428000.0,2,856000.0
ORD00002332,PROD001423,3628000.0,3,10884000.0
ORD00002332,PROD001968,1504000.0,1,1504000.0
ORD00002332,PROD001183,2303000.0,2,4606000.0
ORD00002332,PROD001165,340000.0,3,1020000.0
ORD00002332,PROD001500,4820000.0,2,9640000.0
ORD00002333,PROD001493,716000.0,3,2148000.0
ORD00002333,PROD001302,3232000.0,2,6464000.0
ORD00002333,PROD001569,4126000.0,1,4126000.0
ORD00002333,PROD001668,4161000.0,1,4161000.0
ORD00002334,PROD001427,3875000.0,3,11625000.0
ORD00002334,PROD001151,4714000.0,2,9428000.0
ORD00002335,PROD000960,1399000.0,2,2798000.0
ORD00002335,PROD000997,4797000.0,1,4797000.0
ORD00002335,PROD001451,560000.0,3,1680000.0
ORD00002335,PROD000144,43000.0,2,86000.0
ORD00002336,PROD001173,1802000.0,1,1802000.0
ORD00002336,PROD000234,373000.0,2,746000.0
ORD00002336,PROD001304,4070000.0,3,12210000.0
ORD00002336,PROD001575,3148000.0,2,6296000.0
ORD00002337,PROD000801,1280000.0,3,3840000.0
ORD00002338,PROD001870,1024000.0,3,3072000.0
ORD00002339,PROD000092,1886000.0,3,5658000.0
ORD00002339,PROD000424,1243000.0,2,2486000.0
ORD00002340,PROD000612,834000.0,1,834000.0
ORD00002340,PROD000937,3015000.0,1,3015000.0
ORD00002340,PROD000284,710000.0,3,2130000.0
ORD00002340,PROD000905,1352000.0,3,4056000.0
ORD00002340,PROD001499,3144000.0,2,6288000.0
ORD00002341,PROD000402,275000.0,3,825000.0
ORD00002341,PROD001670,3193000.0,2,6386000.0
ORD00002341,PROD001874,353000.0,3,1059000.0
ORD00002341,PROD001914,1860000.0,2,3720000.0
ORD00002342,PROD001755,3186000.0,1,3186000.0
ORD00002342,PROD000967,3588000.0,3,10764000.0
ORD00002342,PROD000909,1019000.0,1,1019000.0
ORD00002342,PROD001938,3879000.0,1,3879000.0
ORD00002343,PROD001284,406000.0,1,406000.0
ORD00002343,PROD000655,571000.0,3,1713000.0
ORD00002343,PROD000594,4152000.0,2,8304000.0
ORD00002344,PROD000793,4333000.0,3,12999000.0
ORD00002345,PROD001312,608000.0,3,1824000.0
ORD00002345,PROD000624,2928000.0,2,5856000.0
ORD00002345,PROD000811,1997000.0,1,1997000.0
ORD00002345,PROD001549,1253000.0,1,1253000.0
ORD00002345,PROD000630,4853000.0,1,4853000.0
ORD00002346,PROD001629,777000.0,2,1554000.0
ORD00002347,PROD000452,3995000.0,1,3995000.0
ORD00002347,PROD000920,1821000.0,1,1821000.0
ORD00002347,PROD001185,669000.0,1,669000.0
ORD00002347,PROD000208,4150000.0,3,12450000.0
ORD00002347,PROD001205,2566000.0,3,7698000.0
ORD00002348,PROD001043,894000.0,2,1788000.0
ORD00002348,PROD000623,2981000.0,1,2981000.0
ORD00002348,PROD000364,1028000.0,1,1028000.0
ORD00002348,PROD000181,2327000.0,3,6981000.0
ORD00002348,PROD001711,4466000.0,2,8932000.0
ORD00002349,PROD000038,4355000.0,3,13065000.0
ORD00002350,PROD001733,3620000.0,3,10860000.0
ORD00002350,PROD001299,2156000.0,3,6468000.0
ORD00002350,PROD001300,2040000.0,2,4080000.0
ORD00002350,PROD000353,4838000.0,1,4838000.0
ORD00002350,PROD001927,4495000.0,3,13485000.0
ORD00002351,PROD001972,3790000.0,3,11370000.0
ORD00002351,PROD001812,166000.0,1,166000.0
ORD00002351,PROD001550,876000.0,2,1752000.0
ORD00002351,PROD000691,1075000.0,2,2150000.0
ORD00002352,PROD001084,230000.0,2,460000.0
ORD00002352,PROD000937,3015000.0,2,6030000.0
ORD00002353,PROD000072,3110000.0,3,9330000.0
ORD00002353,PROD000833,1278000.0,3,3834000.0
ORD00002354,PROD001939,3053000.0,1,3053000.0
ORD00002354,PROD000232,760000.0,3,2280000.0
ORD00002354,PROD000976,4221000.0,3,12663000.0
ORD00002354,PROD001823,3060000.0,3,9180000.0
ORD00002355,PROD001581,1281000.0,1,1281000.0
ORD00002355,PROD000487,2864000.0,1,2864000.0
ORD00002355,PROD001279,530000.0,2,1060000.0
ORD00002356,PROD000511,1640000.0,2,3280000.0
ORD00002356,PROD001461,3729000.0,3,11187000.0
ORD00002357,PROD001404,2156000.0,3,6468000.0
ORD00002357,PROD000733,4039000.0,2,8078000.0
ORD00002357,PROD000517,2118000.0,2,4236000.0
ORD00002357,PROD001265,4223000.0,2,8446000.0
ORD00002358,PROD001383,326000.0,1,326000.0
