id_order,id_pelanggan,metode_pembayaran,banyak_cicilan,total_pembayaran,status_order,timestamp_pembelian,timestamp_persetujuan_toko,timestamp_pengiriman_ke_pelanggan,estimasi_sampai
ORD00003166,CUST008287,Dompet Digital,0,29354000.0,Selesai,2024-05-28 09:22:44,2024-05-28 09:51:44,2024-05-30 09:51:44,2024-06-04
ORD00003167,CUST001374,COD,0,13662000.0,Dibatalkan,2024-08-30 09:22:44,2024-08-30 09:54:44,,
ORD00003168,CUST004298,Dompet Digital,0,2319000.0,Selesai,2024-11-19 09:22:44,2024-11-19 11:17:44,2024-11-22 11:17:44,2024-11-25
ORD00003169,CUST002892,Cicilan,6,19018000.0,Selesai,2024-12-23 09:22:44,2024-12-23 10:48:44,2024-12-24 10:48:44,2024-12-26
ORD00003170,CUST002558,Cicilan,6,8935000.0,Selesai,2025-01-01 09:22:44,2025-01-01 11:17:44,2025-01-02 11:17:44,2025-01-05
ORD00003171,CUST003537,COD,0,5774000.0,Selesai,2024-07-04 09:22:44,2024-07-04 10:22:44,2024-07-06 10:22:44,2024-07-11
ORD00003172,CUST000472,Cicilan,3,30921000.0,Selesai,2025-04-04 09:22:44,2025-04-04 11:20:44,2025-04-05 11:20:44,2025-04-11
ORD00003173,CUST002210,Kartu Kredit,0,27687000.0,Selesai,2025-03-20 09:22:44,2025-03-20 11:29:44,2025-03-24 11:29:44,2025-03-27
ORD00003174,CUST002634,Transfer Bank,0,4229000.0,Selesai,2025-04-22 09:22:44,2025-04-22 12:03:44,2025-04-23 12:03:44,2025-04-30
ORD00003175,CUST001775,Dompet Digital,0,14351000.0,Selesai,2024-07-14 09:22:44,2024-07-14 09:52:44,2024-07-18 09:52:44,2024-07-19
ORD00003176,CUST007915,Kartu Kredit,0,22364000.0,Dibatalkan,2024-06-18 09:22:44,2024-06-18 12:07:44,,
ORD00003177,CUST007397,COD,0,20310000.0,Selesai,2025-01-21 09:22:44,2025-01-21 09:55:44,2025-01-26 09:55:44,2025-01-30
ORD00003178,CUST005113,Dompet Digital,0,15637000.0,Selesai,2024-10-04 09:22:44,2024-10-04 12:17:44,2024-10-06 12:17:44,2024-10-09
ORD00003179,CUST005406,COD,0,13039000.0,Dibatalkan,2024-08-19 09:22:44,2024-08-19 11:33:44,,
ORD00003180,CUST002818,COD,0,8378000.0,Selesai,2024-10-29 09:22:44,2024-10-29 10:36:44,2024-10-30 10:36:44,2024-11-05
ORD00003181,CUST009057,COD,0,21530000.0,Selesai,2024-12-18 09:22:44,2024-12-18 11:39:44,2024-12-21 11:39:44,2024-12-22
ORD00003182,CUST003008,Dompet Digital,0,2363000.0,Selesai,2024-12-29 09:22:44,2024-12-29 10:27:44,2025-01-01 10:27:44,2025-01-03
ORD00003183,CUST005366,Kartu Kredit,0,15363000.0,Selesai,2025-02-18 09:22:44,2025-02-18 11:10:44,2025-02-19 11:10:44,2025-02-24
ORD00003184,CUST001124,COD,0,13824000.0,Selesai,2024-11-29 09:22:44,2024-11-29 09:59:44,2024-12-03 09:59:44,2024-12-06
ORD00003185,CUST003657,Kartu Kredit,0,24684000.0,Selesai,2024-12-29 09:22:44,2024-12-29 11:48:44,2025-01-03 11:48:44,2025-01-06
ORD00003186,CUST006123,Cicilan,3,43646000.0,Dikembalikan,2025-03-22 09:22:44,2025-03-22 11:17:44,,
ORD00003187,CUST008557,COD,0,38130000.0,Selesai,2024-07-23 09:22:44,2024-07-23 10:48:44,2024-07-26 10:48:44,2024-07-29
ORD00003188,CUST003428,Transfer Bank,0,36672000.0,Selesai,2024-08-31 09:22:44,2024-08-31 10:29:44,2024-09-03 10:29:44,2024-09-07
ORD00003189,CUST002526,Kartu Kredit,0,15135000.0,Selesai,2025-02-06 09:22:44,2025-02-06 09:33:44,2025-02-11 09:33:44,2025-02-18
ORD00003190,CUST008602,Dompet Digital,0,8368000.0,Selesai,2024-11-09 09:22:44,2024-11-09 11:22:44,2024-11-12 11:22:44,2024-11-14
ORD00003191,CUST008606,Dompet Digital,0,11681000.0,Selesai,2024-08-15 09:22:44,2024-08-15 12:22:44,2024-08-20 12:22:44,2024-08-23
ORD00003192,CUST009328,COD,0,29016000.0,Dikembalikan,2025-04-29 09:22:44,2025-04-29 11:44:44,,
ORD00003193,CUST000850,COD,0,4689000.0,Selesai,2025-05-09 09:22:44,2025-05-09 10:51:44,2025-05-11 10:51:44,2025-05-13
ORD00003194,CUST010000,Dompet Digital,0,13305000.0,Selesai,2025-02-12 09:22:44,2025-02-12 11:11:44,2025-02-15 11:11:44,2025-02-16
ORD00003195,CUST005581,Cicilan,3,8790000.0,Selesai,2024-08-21 09:22:44,2024-08-21 09:46:44,2024-08-26 09:46:44,2024-08-27
ORD00003196,CUST000185,Transfer Bank,0,7180000.0,Selesai,2024-10-19 09:22:44,2024-10-19 11:33:44,2024-10-23 11:33:44,2024-10-30
ORD00003197,CUST009524,COD,0,17435000.0,Selesai,2025-01-11 09:22:44,2025-01-11 10:32:44,2025-01-12 10:32:44,2025-01-18
ORD00003198,CUST006661,Kartu Kredit,0,26111000.0,Dibatalkan,2025-02-24 09:22:44,2025-02-24 09:42:44,,
ORD00003199,CUST006125,COD,0,17830000.0,Selesai,2025-05-08 09:22:44,2025-05-08 12:04:44,2025-05-11 12:04:44,2025-05-16
ORD00003200,CUST003952,Cicilan,6,19721000.0,Selesai,2025-01-12 09:22:44,2025-01-12 10:54:44,2025-01-14 10:54:44,2025-01-18
ORD00003201,CUST001445,Dompet Digital,0,1409000.0,Selesai,2024-11-29 09:22:44,2024-11-29 10:22:44,2024-12-04 10:22:44,2024-12-09
ORD00003202,CUST001925,Cicilan,3,5568000.0,Selesai,2024-08-18 09:22:44,2024-08-18 10:50:44,2024-08-22 10:50:44,2024-08-25
ORD00003203,CUST000093,Kartu Kredit,0,23885000.0,Selesai,2025-02-14 09:22:44,2025-02-14 10:51:44,2025-02-17 10:51:44,2025-02-20
ORD00003204,CUST005549,COD,0,10698000.0,Selesai,2024-05-24 09:22:44,2024-05-24 11:09:44,2024-05-25 11:09:44,2024-05-29
ORD00003205,CUST005563,Cicilan,3,4956000.0,Selesai,2025-01-06 09:22:44,2025-01-06 11:58:44,2025-01-10 11:58:44,2025-01-16
ORD00003206,CUST005230,Dompet Digital,0,6812000.0,Selesai,2025-03-30 09:22:44,2025-03-30 12:07:44,2025-04-02 12:07:44,2025-04-09
ORD00003207,CUST000155,Transfer Bank,0,17782000.0,Dikembalikan,2025-05-14 09:22:44,2025-05-14 09:28:44,,
ORD00003208,CUST001148,COD,0,7102000.0,Selesai,2024-07-19 09:22:44,2024-07-19 11:56:44,2024-07-22 11:56:44,2024-07-27
ORD00003209,CUST003804,Transfer Bank,0,7302000.0,Selesai,2024-10-03 09:22:44,2024-10-03 09:37:44,2024-10-06 09:37:44,2024-10-13
ORD00003210,CUST006122,Transfer Bank,0,16787000.0,Selesai,2024-09-03 09:22:44,2024-09-03 10:14:44,2024-09-07 10:14:44,2024-09-12
ORD00003211,CUST006802,COD,0,19304000.0,Selesai,2025-05-12 09:22:44,2025-05-12 11:47:44,2025-05-13 11:47:44,2025-05-19
ORD00003212,CUST003558,COD,0,26708000.0,Selesai,2025-04-29 09:22:44,2025-04-29 12:09:44,2025-05-01 12:09:44,2025-05-04
ORD00003213,CUST007402,Transfer Bank,0,28635000.0,Selesai,2025-03-23 09:22:44,2025-03-23 11:24:44,2025-03-28 11:24:44,2025-04-03
ORD00003214,CUST003034,Dompet Digital,0,14157000.0,Selesai,2024-06-05 09:22:44,2024-06-05 10:00:44,2024-06-06 10:00:44,2024-06-08
ORD00003215,CUST001577,Transfer Bank,0,17899000.0,Selesai,2024-07-20 09:22:44,2024-07-20 10:33:44,2024-07-24 10:33:44,2024-07-29
ORD00003216,CUST009108,Transfer Bank,0,9604000.0,Dibatalkan,2024-11-07 09:22:44,2024-11-07 09:53:44,,
ORD00003217,CUST000686,COD,0,10589000.0,Selesai,2024-10-04 09:22:44,2024-10-04 09:33:44,2024-10-06 09:33:44,2024-10-11
ORD00003218,CUST002779,Dompet Digital,0,606000.0,Dibatalkan,2024-05-21 09:22:44,2024-05-21 11:03:44,,
ORD00003219,CUST000343,COD,0,4533000.0,Selesai,2024-06-25 09:22:44,2024-06-25 12:18:44,2024-06-29 12:18:44,2024-07-06
ORD00003220,CUST005409,Kartu Kredit,0,4905000.0,Selesai,2024-12-04 09:22:44,2024-12-04 11:41:44,2024-12-05 11:41:44,2024-12-06
ORD00003221,CUST009849,Kartu Kredit,0,28899000.0,Selesai,2024-09-11 09:22:44,2024-09-11 09:51:44,2024-09-14 09:51:44,2024-09-19
ORD00003222,CUST001707,COD,0,3714000.0,Selesai,2025-03-21 09:22:44,2025-03-21 10:26:44,2025-03-26 10:26:44,2025-03-27
ORD00003223,CUST000090,Dompet Digital,0,9736000.0,Selesai,2025-02-23 09:22:44,2025-02-23 11:28:44,2025-02-25 11:28:44,2025-03-03
ORD00003224,CUST000151,COD,0,1288000.0,Selesai,2024-12-27 09:22:44,2024-12-27 10:35:44,2024-12-31 10:35:44,2025-01-06
ORD00003225,CUST003598,Kartu Kredit,0,27206000.0,Selesai,2024-08-09 09:22:44,2024-08-09 11:54:44,2024-08-10 11:54:44,2024-08-12
ORD00003226,CUST002989,Cicilan,3,34415000.0,Selesai,2024-09-28 09:22:44,2024-09-28 09:30:44,2024-09-30 09:30:44,2024-10-01
ORD00003227,CUST004939,Dompet Digital,0,19093000.0,Selesai,2024-10-27 09:22:44,2024-10-27 11:11:44,2024-10-30 11:11:44,2024-10-31
ORD00003228,CUST007788,Cicilan,12,25115000.0,Selesai,2024-10-26 09:22:44,2024-10-26 12:12:44,2024-10-28 12:12:44,2024-11-04
ORD00003229,CUST004218,Kartu Kredit,0,14234000.0,Dikembalikan,2025-03-28 09:22:44,2025-03-28 11:03:44,,
ORD00003230,CUST009542,Kartu Kredit,0,16099000.0,Selesai,2024-12-15 09:22:44,2024-12-15 12:21:44,2024-12-20 12:21:44,2024-12-25
ORD00003231,CUST001392,Dompet Digital,0,15135000.0,Selesai,2024-10-29 09:22:44,2024-10-29 09:59:44,2024-11-02 09:59:44,2024-11-03
ORD00003232,CUST003852,Cicilan,6,198000.0,Selesai,2025-01-20 09:22:44,2025-01-20 12:20:44,2025-01-25 12:20:44,2025-01-31
ORD00003233,CUST002754,Cicilan,12,6627000.0,Selesai,2025-02-10 09:22:44,2025-02-10 11:33:44,2025-02-11 11:33:44,2025-02-15
ORD00003234,CUST002457,Transfer Bank,0,3034000.0,Selesai,2025-04-25 09:22:44,2025-04-25 10:01:44,2025-04-28 10:01:44,2025-05-04
ORD00003235,CUST003759,Kartu Kredit,0,15807000.0,Selesai,2024-08-10 09:22:44,2024-08-10 10:12:44,2024-08-12 10:12:44,2024-08-14
ORD00003236,CUST003413,Cicilan,12,5016000.0,Selesai,2024-10-27 09:22:44,2024-10-27 11:48:44,2024-10-29 11:48:44,2024-11-04
ORD00003237,CUST005437,Cicilan,6,13425000.0,Selesai,2024-12-14 09:22:44,2024-12-14 11:30:44,2024-12-16 11:30:44,2024-12-20
ORD00003238,CUST003441,Dompet Digital,0,17334000.0,Selesai,2025-04-24 09:22:44,2025-04-24 11:58:44,2025-04-27 11:58:44,2025-05-02
ORD00003239,CUST004297,Cicilan,6,22746000.0,Selesai,2024-05-26 09:22:44,2024-05-26 10:16:44,2024-05-27 10:16:44,2024-05-31
ORD00003240,CUST001361,Cicilan,6,19158000.0,Dibatalkan,2024-11-28 09:22:44,2024-11-28 09:42:44,,
ORD00003241,CUST001918,Kartu Kredit,0,123000.0,Selesai,2024-11-23 09:22:44,2024-11-23 09:48:44,2024-11-27 09:48:44,2024-12-01
ORD00003242,CUST004934,Kartu Kredit,0,23620000.0,Selesai,2024-05-25 09:22:44,2024-05-25 12:08:44,2024-05-27 12:08:44,2024-05-28
ORD00003243,CUST000260,Dompet Digital,0,1343000.0,Selesai,2024-05-22 09:22:44,2024-05-22 12:09:44,2024-05-26 12:09:44,2024-06-01
ORD00003244,CUST005938,COD,0,87000.0,Selesai,2025-03-07 09:22:44,2025-03-07 11:32:44,2025-03-09 11:32:44,2025-03-14
ORD00003245,CUST001634,Kartu Kredit,0,3902000.0,Selesai,2024-07-03 09:22:44,2024-07-03 10:26:44,2024-07-04 10:26:44,2024-07-06
ORD00003246,CUST003404,Kartu Kredit,0,18386000.0,Selesai,2024-12-27 09:22:44,2024-12-27 10:52:44,2024-12-31 10:52:44,2025-01-01
ORD00003247,CUST002748,Dompet Digital,0,19376000.0,Selesai,2024-09-14 09:22:44,2024-09-14 12:05:44,2024-09-18 12:05:44,2024-09-20
ORD00003248,CUST008697,Dompet Digital,0,16898000.0,Selesai,2024-06-29 09:22:44,2024-06-29 11:12:44,2024-07-02 11:12:44,2024-07-04
ORD00003249,CUST008724,Cicilan,6,17306000.0,Selesai,2024-05-28 09:22:44,2024-05-28 09:40:44,2024-06-01 09:40:44,2024-06-04
ORD00003250,CUST008574,Cicilan,12,35011000.0,Selesai,2025-03-18 09:22:44,2025-03-18 11:17:44,2025-03-20 11:17:44,2025-03-27
ORD00003251,CUST001481,Dompet Digital,0,12100000.0,Selesai,2025-02-08 09:22:44,2025-02-08 10:16:44,2025-02-10 10:16:44,2025-02-13
ORD00003252,CUST002576,Kartu Kredit,0,5512000.0,Selesai,2025-03-27 09:22:44,2025-03-27 11:24:44,2025-03-29 11:24:44,2025-03-30
ORD00003253,CUST009604,Dompet Digital,0,2076000.0,Selesai,2024-12-12 09:22:44,2024-12-12 10:25:44,2024-12-13 10:25:44,2024-12-17
ORD00003254,CUST000163,COD,0,24717000.0,Selesai,2025-05-03 09:22:44,2025-05-03 10:20:44,2025-05-06 10:20:44,2025-05-07
ORD00003255,CUST006859,Dompet Digital,0,4430000.0,Selesai,2024-08-25 09:22:44,2024-08-25 11:00:44,2024-08-30 11:00:44,2024-09-05
ORD00003256,CUST001932,Kartu Kredit,0,14232000.0,Selesai,2024-11-03 09:22:44,2024-11-03 10:29:44,2024-11-06 10:29:44,2024-11-09
ORD00003257,CUST003638,Cicilan,6,21517000.0,Selesai,2024-08-17 09:22:44,2024-08-17 10:13:44,2024-08-20 10:13:44,2024-08-21
ORD00003258,CUST000422,Kartu Kredit,0,15418000.0,Selesai,2024-07-31 09:22:44,2024-07-31 11:52:44,2024-08-01 11:52:44,2024-08-03
ORD00003259,CUST008388,Cicilan,12,31817000.0,Selesai,2024-11-27 09:22:44,2024-11-27 10:51:44,2024-11-28 10:51:44,2024-11-30
ORD00003260,CUST005178,Transfer Bank,0,31963000.0,Selesai,2024-06-01 09:22:44,2024-06-01 11:34:44,2024-06-05 11:34:44,2024-06-07
ORD00003261,CUST004356,Dompet Digital,0,28000000.0,Selesai,2025-05-03 09:22:44,2025-05-03 12:07:44,2025-05-05 12:07:44,2025-05-07
ORD00003262,CUST008908,Dompet Digital,0,19771000.0,Selesai,2024-05-23 09:22:44,2024-05-23 11:07:44,2024-05-27 11:07:44,2024-05-30
ORD00003263,CUST003339,COD,0,12941000.0,Selesai,2024-12-22 09:22:44,2024-12-22 09:41:44,2024-12-26 09:41:44,2024-12-28
ORD00003264,CUST001245,Dompet Digital,0,42298000.0,Selesai,2024-10-24 09:22:44,2024-10-24 10:47:44,2024-10-25 10:47:44,2024-10-30
ORD00003265,CUST001668,Transfer Bank,0,15105000.0,Selesai,2024-12-21 09:22:44,2024-12-21 10:45:44,2024-12-24 10:45:44,2024-12-29
ORD00003266,CUST005182,COD,0,930000.0,Selesai,2025-02-18 09:22:44,2025-02-18 10:31:44,2025-02-21 10:31:44,2025-02-26
ORD00003267,CUST000356,Dompet Digital,0,18859000.0,Selesai,2024-06-01 09:22:44,2024-06-01 10:02:44,2024-06-05 10:02:44,2024-06-10
ORD00003268,CUST005920,Dompet Digital,0,10821000.0,Selesai,2025-04-25 09:22:44,2025-04-25 11:20:44,2025-04-30 11:20:44,2025-05-07
ORD00003269,CUST006260,Kartu Kredit,0,14243000.0,Selesai,2025-01-03 09:22:44,2025-01-03 09:50:44,2025-01-04 09:50:44,2025-01-08
ORD00003270,CUST001334,COD,0,8491000.0,Selesai,2025-02-19 09:22:44,2025-02-19 11:28:44,2025-02-24 11:28:44,2025-02-26
ORD00003271,CUST008522,Transfer Bank,0,34439000.0,Dikembalikan,2024-12-01 09:22:44,2024-12-01 10:03:44,,
ORD00003272,CUST000849,Kartu Kredit,0,6683000.0,Selesai,2025-01-03 09:22:44,2025-01-03 11:56:44,2025-01-06 11:56:44,2025-01-09
ORD00003273,CUST002552,Dompet Digital,0,8705000.0,Selesai,2024-05-24 09:22:44,2024-05-24 11:08:44,2024-05-27 11:08:44,2024-05-31
ORD00003274,CUST000711,COD,0,18989000.0,Selesai,2024-10-10 09:22:44,2024-10-10 11:29:44,2024-10-15 11:29:44,2024-10-22
ORD00003275,CUST008498,Cicilan,6,28981000.0,Selesai,2024-11-20 09:22:44,2024-11-20 11:18:44,2024-11-23 11:18:44,2024-11-25
ORD00003276,CUST001950,COD,0,41034000.0,Selesai,2025-05-09 09:22:44,2025-05-09 10:53:44,2025-05-10 10:53:44,2025-05-16
ORD00003277,CUST003639,Kartu Kredit,0,5693000.0,Selesai,2024-05-30 09:22:44,2024-05-30 09:35:44,2024-06-03 09:35:44,2024-06-09
ORD00003278,CUST004849,Cicilan,3,15776000.0,Selesai,2024-09-21 09:22:44,2024-09-21 11:41:44,2024-09-22 11:41:44,2024-09-23
ORD00003279,CUST004367,Transfer Bank,0,26679000.0,Selesai,2024-11-12 09:22:44,2024-11-12 12:22:44,2024-11-17 12:22:44,2024-11-21
ORD00003280,CUST005210,Kartu Kredit,0,19985000.0,Selesai,2024-08-05 09:22:44,2024-08-05 10:06:44,2024-08-06 10:06:44,2024-08-09
ORD00003281,CUST006720,Transfer Bank,0,6397000.0,Selesai,2025-01-10 09:22:44,2025-01-10 10:05:44,2025-01-12 10:05:44,2025-01-17
ORD00003282,CUST001094,Dompet Digital,0,31905000.0,Dikembalikan,2024-10-01 09:22:44,2024-10-01 11:18:44,,
ORD00003283,CUST005289,Transfer Bank,0,11456000.0,Selesai,2024-10-21 09:22:44,2024-10-21 11:24:44,2024-10-25 11:24:44,2024-10-27
ORD00003284,CUST004971,Kartu Kredit,0,6038000.0,Selesai,2024-07-02 09:22:44,2024-07-02 11:30:44,2024-07-04 11:30:44,2024-07-11
ORD00003285,CUST000366,Cicilan,12,12378000.0,Dikembalikan,2024-07-23 09:22:44,2024-07-23 11:45:44,,
ORD00003286,CUST000647,Cicilan,3,6943000.0,Selesai,2024-05-27 09:22:44,2024-05-27 12:17:44,2024-05-28 12:17:44,2024-06-02
ORD00003287,CUST009843,COD,0,2124000.0,Selesai,2024-06-08 09:22:44,2024-06-08 11:15:44,2024-06-09 11:15:44,2024-06-13
ORD00003288,CUST007566,Kartu Kredit,0,3198000.0,Selesai,2024-08-19 09:22:44,2024-08-19 11:59:44,2024-08-23 11:59:44,2024-08-24
ORD00003289,CUST002776,Dompet Digital,0,28542000.0,Dibatalkan,2025-04-26 09:22:44,2025-04-26 09:38:44,,
ORD00003290,CUST002439,Cicilan,3,4290000.0,Selesai,2024-11-03 09:22:44,2024-11-03 11:32:44,2024-11-07 11:32:44,2024-11-12
ORD00003291,CUST000598,COD,0,19852000.0,Selesai,2024-06-25 09:22:44,2024-06-25 11:58:44,2024-06-27 11:58:44,2024-07-02
ORD00003292,CUST003431,Dompet Digital,0,17104000.0,Selesai,2024-06-26 09:22:44,2024-06-26 11:43:44,2024-06-29 11:43:44,2024-07-02
ORD00003293,CUST007078,Transfer Bank,0,4037000.0,Selesai,2025-03-21 09:22:44,2025-03-21 11:07:44,2025-03-24 11:07:44,2025-03-27
ORD00003294,CUST001366,Transfer Bank,0,11549000.0,Selesai,2024-10-20 09:22:44,2024-10-20 09:35:44,2024-10-24 09:35:44,2024-10-28
ORD00003295,CUST003134,Dompet Digital,0,28736000.0,Selesai,2025-01-02 09:22:44,2025-01-02 09:52:44,2025-01-07 09:52:44,2025-01-09
ORD00003296,CUST002856,COD,0,11596000.0,Selesai,2025-02-08 09:22:44,2025-02-08 11:57:44,2025-02-10 11:57:44,2025-02-11
ORD00003297,CUST003885,COD,0,12640000.0,Selesai,2024-11-04 09:22:44,2024-11-04 09:35:44,2024-11-09 09:35:44,2024-11-10
ORD00003298,CUST003131,Dompet Digital,0,11124000.0,Selesai,2025-01-23 09:22:44,2025-01-23 10:43:44,2025-01-27 10:43:44,2025-02-03
ORD00003299,CUST009407,Dompet Digital,0,6074000.0,Selesai,2024-09-22 09:22:44,2024-09-22 11:46:44,2024-09-24 11:46:44,2024-09-30
ORD00003300,CUST007259,Cicilan,3,21596000.0,Selesai,2024-06-21 09:22:44,2024-06-21 11:20:44,2024-06-22 11:20:44,2024-06-27
ORD00003301,CUST005230,Transfer Bank,0,8954000.0,Selesai,2025-04-09 09:22:44,2025-04-09 11:10:44,2025-04-13 11:10:44,2025-04-15
ORD00003302,CUST007211,Transfer Bank,0,1224000.0,Selesai,2025-03-30 09:22:44,2025-03-30 09:50:44,2025-04-01 09:50:44,2025-04-05
ORD00003303,CUST006567,Cicilan,3,3290000.0,Selesai,2025-03-25 09:22:44,2025-03-25 09:48:44,2025-03-26 09:48:44,2025-03-28
ORD00003304,CUST003443,COD,0,6928000.0,Selesai,2025-03-10 09:22:44,2025-03-10 10:15:44,2025-03-11 10:15:44,2025-03-17
ORD00003305,CUST009251,COD,0,30648000.0,Selesai,2024-07-06 09:22:44,2024-07-06 10:17:44,2024-07-10 10:17:44,2024-07-17
ORD00003306,CUST008074,Dompet Digital,0,14314000.0,Selesai,2024-07-13 09:22:44,2024-07-13 10:22:44,2024-07-14 10:22:44,2024-07-15
ORD00003307,CUST002623,Cicilan,12,39084000.0,Selesai,2024-07-08 09:22:44,2024-07-08 11:46:44,2024-07-10 11:46:44,2024-07-15
ORD00003308,CUST009991,Cicilan,12,14403000.0,Selesai,2024-08-22 09:22:44,2024-08-22 10:11:44,2024-08-23 10:11:44,2024-08-27
ORD00003309,CUST008984,Dompet Digital,0,6588000.0,Selesai,2025-03-15 09:22:44,2025-03-15 11:49:44,2025-03-20 11:49:44,2025-03-26
ORD00003310,CUST007559,Cicilan,3,1602000.0,Selesai,2024-08-11 09:22:44,2024-08-11 10:29:44,2024-08-13 10:29:44,2024-08-17
ORD00003311,CUST003577,COD,0,11546000.0,Selesai,2024-10-15 09:22:44,2024-10-15 12:07:44,2024-10-17 12:07:44,2024-10-20
ORD00003312,CUST000087,Cicilan,6,1119000.0,Selesai,2024-12-09 09:22:44,2024-12-09 10:15:44,2024-12-12 10:15:44,2024-12-13
ORD00003313,CUST009393,Kartu Kredit,0,20549000.0,Selesai,2024-08-13 09:22:44,2024-08-13 11:03:44,2024-08-15 11:03:44,2024-08-21
ORD00003314,CUST000482,Dompet Digital,0,11537000.0,Selesai,2025-04-14 09:22:44,2025-04-14 12:09:44,2025-04-17 12:09:44,2025-04-21
ORD00003315,CUST002921,Transfer Bank,0,2212000.0,Selesai,2024-09-14 09:22:44,2024-09-14 10:09:44,2024-09-19 10:09:44,2024-09-20
ORD00003316,CUST003864,Cicilan,3,4956000.0,Selesai,2024-10-11 09:22:44,2024-10-11 09:54:44,2024-10-14 09:54:44,2024-10-20
ORD00003317,CUST009899,COD,0,18999000.0,Selesai,2025-02-22 09:22:44,2025-02-22 11:51:44,2025-02-25 11:51:44,2025-02-26
ORD00003318,CUST000400,Dompet Digital,0,32313000.0,Selesai,2025-02-25 09:22:44,2025-02-25 09:52:44,2025-02-28 09:52:44,2025-03-06
ORD00003319,CUST004326,COD,0,9668000.0,Selesai,2025-04-24 09:22:44,2025-04-24 12:02:44,2025-04-29 12:02:44,2025-05-04
ORD00003320,CUST005340,Transfer Bank,0,18665000.0,Selesai,2025-05-03 09:22:44,2025-05-03 11:49:44,2025-05-07 11:49:44,2025-05-08
ORD00003321,CUST008407,COD,0,7230000.0,Selesai,2025-05-04 09:22:44,2025-05-04 09:43:44,2025-05-09 09:43:44,2025-05-15
ORD00003322,CUST005778,Dompet Digital,0,3965000.0,Dibatalkan,2024-07-05 09:22:44,2024-07-05 09:56:44,,
ORD00003323,CUST006889,Transfer Bank,0,21639000.0,Selesai,2025-04-05 09:22:44,2025-04-05 11:42:44,2025-04-08 11:42:44,2025-04-10
ORD00003324,CUST008698,Transfer Bank,0,22164000.0,Selesai,2024-08-04 09:22:44,2024-08-04 11:02:44,2024-08-08 11:02:44,2024-08-13
ORD00003325,CUST009537,Transfer Bank,0,3450000.0,Selesai,2024-09-17 09:22:44,2024-09-17 11:14:44,2024-09-20 11:14:44,2024-09-26
ORD00003326,CUST002307,COD,0,9438000.0,Selesai,2024-08-23 09:22:44,2024-08-23 09:31:44,2024-08-28 09:31:44,2024-09-03
ORD00003327,CUST000792,COD,0,3306000.0,Selesai,2024-08-21 09:22:44,2024-08-21 10:57:44,2024-08-25 10:57:44,2024-08-27
ORD00003328,CUST000871,COD,0,22586000.0,Selesai,2025-05-06 09:22:44,2025-05-06 12:02:44,2025-05-10 12:02:44,2025-05-12
ORD00003329,CUST008650,Transfer Bank,0,23902000.0,Selesai,2024-07-24 09:22:44,2024-07-24 11:19:44,2024-07-26 11:19:44,2024-07-30
ORD00003330,CUST007554,Dompet Digital,0,18629000.0,Selesai,2025-02-01 09:22:44,2025-02-01 11:10:44,2025-02-06 11:10:44,2025-02-07
ORD00003331,CUST007583,Dompet Digital,0,24058000.0,Selesai,2024-08-18 09:22:44,2024-08-18 11:43:44,2024-08-23 11:43:44,2024-08-25
ORD00003332,CUST003277,Kartu Kredit,0,24975000.0,Selesai,2024-06-19 09:22:44,2024-06-19 11:59:44,2024-06-24 11:59:44,2024-06-27
ORD00003333,CUST001784,Kartu Kredit,0,9831000.0,Selesai,2025-03-26 09:22:44,2025-03-26 09:53:44,2025-03-30 09:53:44,2025-04-02
ORD00003334,CUST006740,COD,0,19757000.0,Selesai,2024-11-30 09:22:44,2024-11-30 12:18:44,2024-12-04 12:18:44,2024-12-05
ORD00003335,CUST009235,Cicilan,6,2498000.0,Selesai,2024-09-15 09:22:44,2024-09-15 10:37:44,2024-09-19 10:37:44,2024-09-22
ORD00003336,CUST005866,COD,0,7050000.0,Selesai,2025-04-09 09:22:44,2025-04-09 09:41:44,2025-04-10 09:41:44,2025-04-16
ORD00003337,CUST009755,COD,0,9736000.0,Selesai,2025-02-10 09:22:44,2025-02-10 10:45:44,2025-02-12 10:45:44,2025-02-19
ORD00003338,CUST009078,Dompet Digital,0,17704000.0,Selesai,2024-12-08 09:22:44,2024-12-08 12:01:44,2024-12-10 12:01:44,2024-12-15
ORD00003339,CUST008641,COD,0,14496000.0,Selesai,2024-08-14 09:22:44,2024-08-14 09:47:44,2024-08-18 09:47:44,2024-08-23
ORD00003340,CUST000152,Kartu Kredit,0,3906000.0,Selesai,2024-06-08 09:22:44,2024-06-08 09:43:44,2024-06-13 09:43:44,2024-06-19
ORD00003341,CUST009885,COD,0,21990000.0,Selesai,2024-05-25 09:22:44,2024-05-25 11:05:44,2024-05-30 11:05:44,2024-06-04
ORD00003342,CUST007844,Kartu Kredit,0,22771000.0,Selesai,2025-03-20 09:22:44,2025-03-20 12:21:44,2025-03-23 12:21:44,2025-03-30
ORD00003343,CUST005986,Kartu Kredit,0,16366000.0,Selesai,2024-12-22 09:22:44,2024-12-22 09:58:44,2024-12-27 09:58:44,2025-01-03
ORD00003344,CUST007862,Cicilan,12,612000.0,Selesai,2025-04-16 09:22:44,2025-04-16 09:47:44,2025-04-20 09:47:44,2025-04-26
ORD00003345,CUST006546,Transfer Bank,0,3645000.0,Dibatalkan,2025-02-18 09:22:44,2025-02-18 09:43:44,,
